user,assistant
"Is it normal for people to cry during therapy, or is it just me?","It's more than just normal, it's expected! Quite honestly, there are a very few days where at least one client hasn't cried during therapy throughout the day. -IJP"
"Is it normal for people to cry during therapy, or is it just me?","Yes it is absolutely normal! A good therapist can help your feel safe enough to really identify painful wounds. There are some things that need to be cried about before they can heal. Therapists are fine with tears and buy tissues by the case. That said, if you don't cry during therapy it doesn't mean you are doing it ""wrong"". As long as you feel safe and have a sense that your therapist ""gets you"", and you feel progress during your course of treatment, you are doing therapy ""right""!"
"Is it normal for people to cry during therapy, or is it just me?",It's normal many times we are not able to cry in our day to day. When you are able to open up the tears come to.
"Is it normal for people to cry during therapy, or is it just me?","Crying is a natural emotional. You are not alone. Crying can help you to feel relieved. Therapy is your journey, and there is no right or wrong emotion to feel while you are healing. Therapy is a place where you do not have to feel alone. It is also a place where you address things that you have never faces or suppressed for years. If you shed tears while doing that, I applaud you for having the courage to be on your therapeutic journey."
"Is it normal for people to cry during therapy, or is it just me?",It is completely NORMAL and can be incredibly helpful. Some times we just need to let things out with a good cry. Having a non-judgmental open space to do that be so therapeutic. It sounds like you are really putting in the work you are in need of.
"Is it normal for people to cry during therapy, or is it just me?","Yes, its normal to cry. It doesnt matter if it happens in the therapy office or at home. Some people feel like there exposed or open when they do this or even guilt when in front of a therapist but this isnt something to be concerned with. They are trained to be understand and empathize with there clients."
"Is it normal for people to cry during therapy, or is it just me?","Therapy often brings up big emotions - and generally ones that we may have been pushing down for a long time! Crying is one of the ways that our body deals with a sudden change in emotions. It's a bodily function just like any other. There's no ""normal"" way to be in therapy, but crying is a frequent occurrence in the office it's why most therapists have a tissue box close to where you sit!"
"Is it normal for people to cry during therapy, or is it just me?","Yes! Definitely common for people to cry during a therapy session. For some folks, therapy is the safest place for them to truly allow themselves to have, or express, their emotions."
"Is it normal for people to cry during therapy, or is it just me?",Absolutely! It is very normal to cry during a therapy session. During a session lots of different feelings will come up. When sadness and grief show up you are going to feel them in your body and crying is our way of expressing them. Sometimes we even cry when we feel anger or joy. Your therapist should provide a safe place for you to express all your feelings and help you process them. It is part of the work of therapy and it sounds like you are doing the work. Good luck to you!
"Is it normal for people to cry during therapy, or is it just me?","Absolutely!!! Therapy is the place to be yourself! The messy self that most people dont get to see. Therapy is not a time to be strong by holding in your emotions, its a time to be real. Be honest with how you feel."
"Is it normal for people to cry during therapy, or is it just me?","It is not just you! If you are crying during therapy, or if you are crying outside of therapy, that is a good thing! It means that you are allowing yourself to feel your feelings rather than push your feelings to the side and try to get over them. When a person allows themselves to cry they are doing important work to work through and get to the route of what they are feeling. Good for you! It is not easy to cry, especially in front of others, and it takes a strong person to try to work through their feelings by going to therapy."
"Is it normal for people to cry during therapy, or is it just me?","Absolutely crying is very normal in therapy for many reasons. Some people after a good cry feel better , in other words crying can be a stress reliever. To other people who have never spoken about their pain, talking about it can trigger raw emotions and can lead to crying. To other people who have never been heard, therapy can create an environment of being heard, which can be validating and healing.If your heart has experienced so much loss, it maybe grieving and the tears are an expression of deep emotional pain.Sometimes your heart can experience so much joy and gratitude that crying maybe the way you express it.So if you find yourself crying in therapy, do not shame yourself. You are not being weak but expressing your emotions in a healthy way."
"Is it normal for people to cry during therapy, or is it just me?","Yes sirmaam it is ok and often good to do. Sometimes there are cathartic moments, or a sense of loss, emotional memories positive and less positive that come up. The thing is you have a licensed professional to hold space for you and to ensure you are safe. They will attend to you and ensure you are in a decent place before the session ends. We got you!"
"Is it normal for people to cry during therapy, or is it just me?","It's normal to experience many intense emotions in therapy. Sometimes those emotions lead to tears- so, long story short... yes! It's also quite common for emotions like frustration and even anger to be felt during the therapeutic process. Change and processing is hard. Allow the emotions to come through naturally and discuss them if it seems like it would be helpful."
"Is it normal for people to cry during therapy, or is it just me?","Participating in therapy can be incredibly vulnerable at times, and can evoke lots of emotions that may or may not lead to tears. It is okay to experience these emotions in and outside of the therapy space. Therapy should be a safe place for you to be yourself, be in the moment, and give freedom toward healing and personal growth."
"Is it normal for people to cry during therapy, or is it just me?","Crying - Shedding of Tears...9 Ways Crying May Benefit Your HealthDetoxifies the body. Reflex tears clear debris, like smoke and dust, from your eyes. ...Helps self-soothe. Crying may be one of your best mechanisms to self-soothe. ...Dulls pain. ...Improves mood. ...Rallies support. ...Helps you recover from grief. ...Restores emotional balance. ...Helps baby breathe. ...Helps baby sleep. ..."
"Is it normal for people to cry during therapy, or is it just me?",Absolutely Normal to cry during therapy !
"Is it normal for people to cry during therapy, or is it just me?",Crying at therapy is a normal reaction to processing through complex emotions and trauma in life. I have often encouraged individuals to cry as a physical sign of the release of emotional pain.
"Is it normal for people to cry during therapy, or is it just me?","Therapy is a safe space where clients can allow themselves to experience feelings that they have not, otherwise expressed elsewhere. Crying is absolutely ""normal"" and it allows the client to process their feelings."
"Is it normal for people to cry during therapy, or is it just me?","It's normal to cry. Crying is a very healthy and cathartic process that allows for you to fully experience whatever emotion you feel, whether it be tears of joy or tears of sorrow. To cry in therapy is quite normal and there shouldn't be anything wrong with it. Crying is a part of being human. It's a part of expressing how we feel and it is a beautiful thing."
"Is it normal for people to cry during therapy, or is it just me?","Crying in therapy may or may not be different than crying outside of therapy. Crying is something described as a sign of weakness, however depending on who you ask and your own beliefs, crying is actually a sign of strength, courage and vulnerability. If you are crying or experience tearfulness while in therapy that proves that you were strong enough to share something that may have been difficult or that you waited to do this all week before seeing your therapist again. Maybe you have been so strong for others that you felt overwhelmed. Maybe you just needed to let it out because you haven't in a while. Maybe in your therapy session you just experience that 'aha moment' that represents a cry of joy. Crying is a catharsis that assist with self-soothing and helps to relieve pain.Crying is normal. Continue to let it out and allow your therapist to be there to support you!"
"Is it normal for people to cry during therapy, or is it just me?","There's a reason why I tell all of my clients that I have a lifetime supply of tissues in my office! Yes, it is completely normal to cry in therapy. Many of us go through our days trying to hold it all together, keeping our emotions inside so that we don't have a meltdown in the grocery store or a business meeting. Therapy is a safe place to let those feelings out, which means that we see a lot of tears in our work. Therapy can also involve confronting difficult experiences from our lives that we've been trying to ignore or suppress, which can lead to emotional outpourings. A competent therapist will be able to support you safely through this process so that you can move forward with your healing. We therapists are trained to bear compassionate witness to the full range of human expression. So please feel free to let those tears flow in therapy!"
"Is it normal for people to cry during therapy, or is it just me?",Absolutely if your crying it means that you are releasing your emotions we counselors are trained to handle that kind of thing
"Is it normal for people to cry during therapy, or is it just me?","Your therapy sessions and goals are for you and about you. They are not meant to be compared to anyone else's sessions and goals. Crying can occur in many different scenarios, such as when you're happy, relieved, have just heard the funniest joke, and of course, when you're sad. All of these feelings are valid and your tears are part of how your body experiences those feelings. If you're often sad and working through a lot of sadness in your therapy sessions, it is reasonable to expect that you may cry a lot during therapy.If you're crying, and you aren't able to connect it to an emotional experience or feeling, that is something to discuss with your therapist. It can sometimes be difficult to name our feelings, and the behaviors get ahead of our thinking brain to try and communicate for us. Maybe your tears are trying to tell you something about your feelings. Either way, your therapy sessions should be a safe space for you to cry, feel, investigate, and connect."
"Is it normal for people to cry during therapy, or is it just me?","it is quite normal as conversations we have may touch on emotions, thoughts and feelings that have been covered up for a long time. Just as laughter which may also be present in therapy, joy, sadness, reflections, these are all emotions and insights that can occur. Allowing yourself to feel and express yourself in a space of safety is freeing and enlightening. Not all sessions can have that but those moments are wonderful and continue on ones pattern of growth. Grab a Kleenex and let it out!"
"Is it normal for people to cry during therapy, or is it just me?",Not just you but everyone is different. Some people need to cry and others dont.
"Is it normal for people to cry during therapy, or is it just me?","Emotion is the most ""normal"" and human activity that any person has the freedom to exercise. Therapy is a place to explore freely, the deepest most ignored, and often denied concerns. Often time this process will evoke responses that were unexpected, but perhaps needed. What better place to begin exploring this than with a trained, unbiased person? Crying speaks to the development of connection and is symbolic of acceptance, and freedom of what was being held on to, which may not have been beneficial."
"Is it normal for people to cry during therapy, or is it just me?",Are you crying because you are sad? Perhaps this is your heart breaking open ready to cope with your issues. When we are sad and we don't cry maybe it's because we are guarded and our ego is trying to protect us.
"Is it normal for people to cry during therapy, or is it just me?",It for sure is! It is a natural thing considering the act of therapy can be really cathartic and release emotions in a way that it makes sense to cry. There is nothing wrong with it at all! It is a healthy part of processing strong emotions.
"Is it normal for people to cry during therapy, or is it just me?","It is absolutely normal to cry at therapy! It is common for a client to cry during a session. Crying can be therapeutic, especially for someone who is used to not allowing himherself to feel hisher feelings. I create a safe space in order for you to be able to share your tears, as well as support you in understanding what your tears mean."
"Is it normal for people to cry during therapy, or is it just me?","Oh My! Absolutely it is! I half jokingly tell my clients if I don't make you cry at least 1x during therapy, I am not doing my JOB! I also let them know I am highly sensitive and may tear up with them, but not to worry, I cry at a good hallmark commercial  Crying in therapy is not only normal, it is healthy and expected. I keep 3 tissue boxes in my office, all within grabbing distance. When you are in there, a lot of times you are working on really heavy, difficult stuff that maybe you have not shared before, and that may stir up emotions and tears. People don't tell you how hard of work therapy is, but it TRULY is HARD WORK if you are doing it right. Let the tears flow, they are cleansing and can help you heal."
"Is it normal for people to cry during therapy, or is it just me?",Absolutely. We talk about vulnerable things and crying is a human response. I encourage my clients to cry and let out whatever they were holding in. It's not just you. I cry with my therapist as well
"Is it normal for people to cry during therapy, or is it just me?","It is absolutely normal to cry during a therapy session and people do it all the time for a wide variety of reasons. Often in therapy, you're talking about the heaviest things in your life and the emotions that surface can be beyond your control, so don't try to force it let it out. If it is something that you are self-conscious about, bring it up in your next session. Your therapist should be able to put you at ease. Therapy is not always easy and sometimes it can be downright gut-wrenching. It's not just you."
"Is it normal for people to cry during therapy, or is it just me?","The very act of therapy is about purging that which you've been holding on to. Sometimes while we talk about and let things go, crying happens, which is a natural emotional response to processing something complex. Sometimes we get really angry and mad, sometimes, there is no emotional response. All is well, keep going!"
"Is it normal for people to cry during therapy, or is it just me?","Therapy brings people in for many different reasons. Most of the time it is because something in your life is not right and having someone to talk to that is not a friend or family member can be very helpful. We have many emotions, some are easy to share in front of others, some are not as easy. When you step into the therapy room, you go in with expectations of some sort. Even if you did not expect to cry, it is quite normal to do so. Talking about your emotions in the counseling room can be helpful as part of your therapy. Share with your counselor what it feels like for you to cry in therapy, as you explore together you will learn more about the connection between thoughts and feelings."
"Is it normal for people to cry during therapy, or is it just me?","It is never out of the ordinary to get emotional during a session. Sometimes we will ask clients to talk about some pretty intense topics, and that can easily trigger the emotions wired with those topics.Even knowing that, it can be really tough to experience that level of vulnerability. If you are seeing a therapist currently, it could help to process how it feels to you to show raw emotion if that's something that concerns you.Either way, it is awesome that your body was able to let some stress out for you!"
"Is it normal for people to cry during therapy, or is it just me?",It is normal to cry anytime you want to. Sometimes the tears don't make sense to us and that's okay. It is important to recognize those tears as telling you something about how you are feeling that you may be missing.
"Is it normal for people to cry during therapy, or is it just me?","Crying in therapy is a natural response, a relief to what you are going through. It is an expression of emotions, which is why you are going to therapy - to express yourself in a safe, nonjudgmental space. Rather than trying to stop crying, sit on the couch with it until it is done and you have finished with the clearing. The energy is not blocked, is moving - a good thing. It's good to cry."
"Is it normal for people to cry during therapy, or is it just me?","Although not everyone cries in therapy. In my opinion crying is a emotion that some express in therapy. Crying is something that some express when its hard to discuss situations that may have never been discussed, When discussing traumatic experiences, and at times crying has even happened to some of my past clients when they have had a breakthrough in their therapy process."
"Is it normal for people to cry during therapy, or is it just me?",It is absolutely normal to cry in therapy. Therapy is a place to be honest about and explore your feelings without feeling judged. Honesty is the only way you will benefit from therapy and that means being willing to look at your true emotions rather than avoiding them.
"Is it normal for people to cry during therapy, or is it just me?","Absolutely! Therapy is the best time to have the opportunity to open up and deal with the range of emotions that may be bothering you. Therapy is a safe space to take time out of your normal daily life and cope with the emotions that are hiding underneath. If, for some reason, you are not comfortable in therapy, you should address this concern with your therapist or find someone whom you feel more comfortable opening up with and express yourself comfortably."
"Is it normal for people to cry during therapy, or is it just me?",Crying is clearing. It is a release of energy and toxins. Crying is a good thing and a great way to let go and move forward!
"Is it normal for people to cry during therapy, or is it just me?","Therapy is such a personal process and often brings many emotions to the forefront, so yes, it very normal to cry in therapy. Often you are talking about your deepest challenges and fears, so it is quite typical to expect some tears when making yourself so vulnerable."
"Is it normal for people to cry during therapy, or is it just me?","It's absolutely normal. Therapy provides a space where you can be free to express yourself and experience all of your emotions fully. Crying is a form of release, and many people feel like they do not have any other space where they can let out their emotions. Crying can be a healthy way to be present with your emotions. While not everyone will cry during a therapy session, you're not the first, and definitely not the last."
"Is it normal for people to cry during therapy, or is it just me?","Dang right it's normal, and even necessary at times.Weeping provides chemical shifts which also shift the experience you're having. Not only are their physical detoxification benefits to crying, but there are also emotional releases that come with it.Weeping can be the first step to an unclogging of a blockage, so that your energy can flow more smoothly."
"Is it normal for people to cry during therapy, or is it just me?","This is one of those cases where there is ""no wrong answer.""Many people DO cry, while others do not. Some people speak quietly, others may yell, and some find it painfully difficult to say anything at all in a therapeutic setting.My office has tissues readily on hand, and any client who uses them is assured that they are free to express the emotions they feel in a safe space."
"Is it normal for people to cry during therapy, or is it just me?","For many people, crying is a stress-release valve. It is perfectly OK to cry in counseling!"
"Is it normal for people to cry during therapy, or is it just me?","I love to see tears! There's an old saying, ""The eyes are the windows to the soul."" External emotions are a pretty good indicator of what's going on inside the person, and if tears are present, that often means the person is processing i.e., moving forward through their emotions! I'm more concerned when I don't see tears from my clients because that can mean the client is ""stuck."" So, don't feel bad for crying! You are moving through your emotions to a place of healing!"
"Is it normal for people to cry during therapy, or is it just me?",Cry? Of course you can cry!Therapy is a safe place where you can be who you are with no fear of being judged. Every counselortherapist is dedicated to protect the confidentiality with some exceptions of all that happens in session. Crying helps to release tension and help secure free emotional space. It may provide you with the presence of mind that therapy demands.
"Is it normal for people to cry during therapy, or is it just me?","Absolutely normal! Therapy should be a place where you can feel safe to explore and express all of your emotions. Some clients may cry easier than others and there is no ""right way"" to do therapy. I have many clients who cry each session. And I have many other clients who cry periodically. And I have others who haven't cried once. Each person is different however therapy should be a place where you feel safe expressing yourself."
"Is it normal for people to cry during therapy, or is it just me?","Of course! There are some people who will never cry during sessions and some that always cry. In counseling you may be talking about very vulnerable topics and experiences and it may even be the first time you are talking to someone about your concerns, thoughts, or feelings. It is perfectly natural to cry if you are so moved."
"Is it normal for people to cry during therapy, or is it just me?","Yes, it's totally normal! Crying is a part of processing the tough stuff, no matter your age, gender or background and the therapeutic session is a safe space to do this. Sometimes crying can offer relief or provide room for deeper authenticity in session as you let both your strength and vulnerability shine in alignment."
"Is it normal for people to cry during therapy, or is it just me?","Crying during a therapy session is not unusual. When we are in a safe environment, such as a therapists office, it allows us to disarm our defenses. By disarming our defenses we are able to feel and express our emotions. Oftentimes, these emotions result in tears. I personally feel that crying in a therapy session is the one of the most beautiful parts of the healing process."
"Is it normal for people to cry during therapy, or is it just me?","Yes, many people cry during therapy! Crying can offer a type of release as your body reacts to the input of your autonomic nervous system. Some people release endorphins when they cry, which can make you feel better than before. If you're concerned about how much you cry during therapy, it might be good to discuss with your therapist. They may be able to make some suggestions of how to honor your feelings in a way that works for you."
"Is it normal for people to cry during therapy, or is it just me?","Yes, it is normal to experience many different emotions in therapy because you are dealing with issues and situations that matter to you. Sometimes you may cry, sometimes you may feel joy, and sometimes you may feel relief. Sometimes you might even feel anger. Everything you feel in therapy can be used to help you learn more about yourself and help you grow."
"Is it normal for people to cry during therapy, or is it just me?","Yes, it is very normal to cry during a therapy appointment. When you meet with a counselor, you are opening yourself up and sharing very vulnerable sides of yourself. Through this deep introspection, emotions sometimes unexpected can come out and this is completely okay and very healthy. Research has shown that crying reduces pain by releasing oxytocin and endorphins and reduces stress through the release of stress reduction hormones."
"Is it normal for people to cry during therapy, or is it just me?","Definitely. Therapy helps us work through the tough stuff. Its a safe place where we can let our guards down. When you are getting things out verbally, a physical and emotional response is completely natural. Crying is a healthy release. Many people cry during therapy - some perhaps once in a while, and others may every session. Wherever you are on that spectrum, it is absolutely normal and you are not at all alone."
"Is it normal for people to cry during therapy, or is it just me?","Yes, absolutely. In therapy you will be delving into topics and feelings that are often suppressed throughout daily life. As you explore many emotions may come up, anger, disappointment, grief, frustration, sadness, to name a few. These and many other emotions often lead to crying and your therapist will be there to hold space and support you through it. Crying is a very healthy release of energy so feeling comfortable enough with your therapist that it happens during session is a great thing!"
"Is it normal for people to cry during therapy, or is it just me?","It's absolutely normal to cry in therapy. I imagine that you are being vulnerable and open to exploring some deep seeded issues. Also, it may be a good sign that you feel safe and held with your therapist that you are able to freely express those strong emotions."
"Is it normal for people to cry during therapy, or is it just me?","Change is about giving a new meaning to past experience, to allow for the emotions we stored in our body to be freed. Crying is normal and one way to process emotions to help let go and integrate our experiences."
"Is it normal for people to cry during therapy, or is it just me?","Yep. Counseling can be very emotional at times. I've recommended to clients, on occation, that they allow themselves the rest of the day off after doing trauma work."
"Is it normal for people to cry during therapy, or is it just me?","Yes, it is very normal to cry in therapy. Expressing your feelings is very cathartic and allows you togain a deeper understanding into yourself and how the issue is affecting you."
"Is it normal for people to cry during therapy, or is it just me?",I would say that's the whole point of therapy! Cry your heart out. Therapy should be a place where you feel ok to be vulnerable when you are working through your stuff. It's when your mind and your heart finally meet and you make the connections you need to make.
"Is it normal for people to cry during therapy, or is it just me?","It is normal to feel an array of emotions in therapy. Most people use therapy as a way to process their life's struggles and often times this results in them crying during session. Crying is a way to release those negative emotions and to cope with what is happening in life. We have come to believe that crying is something bad at times and so have conditioned ourselves to avoid crying out in public places. In therapy though, where there are no such expectations and where you can be open and honest about how you are feeling it is normal to cry."
"Is it normal for people to cry during therapy, or is it just me?","Therapy is by nature a safe place to discuss difficult, or painful memories or experiences and thereby it is normal that feelings of all kinds, including sadness, loss, frustration, disappointment, etc may arise. This is part of processing and bringing closure to things that may have been pushed aside for a lifetime and can now be faced and dealt with. Change too is often not easy, and can lead to crying, whether from frustration and set back...or also from joy and accomplishment!"
"Is it normal for people to cry during therapy, or is it just me?","This is a great question! I often wonder about what normal really means. Counseling is a personal process where many emotions can be experienced by people. I I do not believe it is just you who cries in therapy. Therapy can bring out many emotions such as laughter, anger, frustration, relief, grief, sadness, and many more emotions. Talking to your counselor about your experience might provide insight and healing for you. If crying surprised you and you feel comfortable that might be something you could bring up with your counselor."
"Is it normal for people to cry during therapy, or is it just me?","Yes, it is normal to cry during therapy, it is a time of catharsis, letting things out, shedding our skin, dropping our weights and just to let you know, even therapists sometimes feel like crying in sessions. Although people often cry or become upset, it is in no way a measure of ""good therapy"". C"
"Is it normal for people to cry during therapy, or is it just me?","It is very routine to feel all of the different emotions in therapy. I have had clients cry in therapy out of happiness, sadness, love, joy, and from laughing so hard! Yes, crying is a normal part of therapy for many people."
Does counseling really do anything that can help people?,"Yes, Counseling provides an area for people to speak to an unbiased professional about their concerns to address their unique needs. While length of time varies, counseling is a process and can be done from as little as one session to multiple sessions. Counseling provide a safe, non-judgmental, empathetic atmosphere from a professional helper provide the service"
Does counseling really do anything that can help people?,Helps to define the problem and gain a clearer understanding of where it originates. Many people seek counseling because of symptoms they are experiencing. ...Allows for a safe outlet to vent. Not everyone likes to share their problems with close friends or family members. ...Counselors can offer various problem solving solutions. A good therapist usually will not directly point their client in the direction they need to go. ...Gives one the tools needed to cope with current and future problems.
Does counseling really do anything that can help people?,Counseling provides a safe environment for people to explore the beliefs about the challenges in life. The various typesmodalitiestechniques of counseling serve as guides for specific individual's personal journeys.
Does counseling really do anything that can help people?,"Yes, counseling helps a lot of people, especially when there is a good rapport between the counselor and their client. Knowing your counselor is someone who is really on your side and wants to see you grow past your difficulties into a healthy, happy, successful life is more important than what kind of counseling method they use. If you are looking for a counselor, take your time and be sure you feel heard and respected as well as challenged to grow."
Does counseling really do anything that can help people?,"There are multiple ways that counseling helps people. The most basic is that it gives you someone to talk to about and through what you are facing. It is better than a friend because this is a space for your stuff and you get to focus on what you need and don't have to worry about the other side. This is also a place where you do not have to worry about how else the other person is involved in the situation. Beyond this basic level, a counselor will have expertise they can bring in terms of how people, including you, can effectively deal with this kind of situation. The counselor may also be aware of connections that you would not otherwise see. A good counselor will also recognize if and when you need other help or support in the situation. Why wouldn't you benefit from having someone walk with you in your journey to peace and wholeness."
Does counseling really do anything that can help people?,"A counselor can do a few things that can be helpful1 Give you a space where you can explore what's in your head without worrying about being judged or punished.2 Help you better understand yourself, your choices, your motivations.3 Give you tools and information you can use to help create change in your life. Ultimately, though, it's up to the client to take action, because action is what creates change. So, a counselor can't create change ... but they can facilitate and support it."
Does counseling really do anything that can help people?,"What is the importance of counseling to believers today? With faith-based counseling, you can receive the appropriate guidance and help in line with the words of the most wonderful counselor of allGod. With Covington-McGee Christian Counseling, you can receive holistic healing for your mind, body, spirit, and emotions in your quest for optimal health, wellness, and happiness in life."
Does counseling really do anything that can help people?,"No, not reallyAnd it's impossible for it to, anywayAnd, this is isn't some sort of ""you did it all yourself"" kind of blatherBecause1 In most outcomes, if a man or woman simply does nothing and waits, most of the time, they get better... there are reasons to that2 In most therapy sessions, approximately 92 give or take, per study of all outcomes--be they positive or negative--occur due to factors SOLELY WITHIN the man or woman seeking therapy to begin with3 The word ""THERAPY"" does not imply cure, but implies treatment suppression4 Truly, a proper ""therapist"" will be able to spot the problem quickly, recommended proper protocols quickly, and coach to completion.5 Even if we PRESUME generosity, the ""therapist"" really doesn't matter much maybe 8 it really all is in you...Be well, man..."
Does counseling really do anything that can help people?,"You are asking a room full of counselors, and so I am going to guess that we may be a bit biased . My answer is this sometimes. Many people benefit from counseling and when counseling works those benefits can show up through positive improvements in your moods, making more choices that align with your values, working through stuff, and a general improved sense of self. Sometimes, for a variety of reasons, a counselor, the approach they are using and the person do not match up and when that happens sometimes counseling does not help. It is very important to find the right counselor for you. Ideally this should be someone you feel a level of trust and connection with who is also using a style that you feel confident in. Research has shown that these aspects what is called the 'therapeutic alliance' along with shared goals between the client and counselor give counseling the best chance at being effective"
Does counseling really do anything that can help people?,"Counseling is a collaborative process which involves the development of a confidential, unique, therapeutic, helping relationship. This relationship is unlike any other as the counselor will act as a facilitator in helping you better understand yourself, the world around you, your feelings, and your behaviors.As is the case with most things in life, there are both benefits and risks while participating in counseling. Counseling may improve your ability to relate with others, provide a clearer understanding of yourself, your values, and your goals, and it often helps relieve stress immediately.Along with these benefits, counseling will also involve discussing the unpleasant parts of your life, and you may experience uncomfortable feelings during these moments. But remember that using the awareness of ones pain can aid the healing process and result in better relationships with yourself and others."
Does counseling really do anything that can help people?,"Yes, counseling can help people.How this happens is bc the counselor can guide the person or couple into deeper areas of their thoughts and emotions than the person or partners would typically avoid or not even realize they are avoiding.Also, a counseling session offers emotional safety because the therapist will intervene with thoughtful questions if someone's strong emotions overwhelm them.This is different than in everyday circumstances. When someone feels overwhelmed by their own or someone else's feelings, there is no one who asks reflective questions.Last, people get better in therapy because often therapy is the first time the person has a chance to trust someone with their confidential information and know this information will always be protected."
Does counseling really do anything that can help people?,Counseling can go a long way in improving your mental health. Counseling helps you to get new perspective on your life and problems.Talking about your problems with a counselor gives them substances and something to get a handle on. Talking about your problems gives you a chance look at your situation from a new angle to help solve your problems.The counselor is a neutral listener that can help give direction and answers to your needs.Counseling can help you solve your problems but also can set up a plan for the future. Counseling can help you to deal with things before they get out of hand.Give counseling a try.
How does a person start the counseling process?,"Hello, There are many ways to approach a counselor and starting the process, however they all start with picking up the phone. It's most definitely an uncomfortable feeling, but once that first step is taken it is often met with a wave of relief. My recommendation is always to call and speak with a therapist over the phone before scheduling an appointment. Listening to how they converse, use their tone and inflection, may give you a brief insight to how they will respond to you and increase your comfort right away. You may also discover, rather quickly, that this therapist is not the right match for you.Regardless of how you go about it, I like to remind all people who call, email, text or walk-in, therapists are a bit like pizzas - if you don't like the toppings, send it back! There are hundreds of therapists offering all kinds of styles of therapy - take the time to pick one that suits you."
How does a person start the counseling process?,"A great place to start is at  You can search by location and identify therapists who have expertise in your area of concern. Once you find a few people that fit your criteria, read about them on Psychology today as well as check out their website if they have one. Next, either call or email them to set up a time to talk for a few minutes. When you speak with them, you want to know a few things do they have a decent amount of experience in your area of concern? Are their fees, insurance coverage and scheduling availability a good fit for you? Most importantly, see if you feel comfortable when you speak to them on the phone! If this person is a good match in these areas, schedule an initial consultation so that you can see if you are also a good match in person."
How does a person start the counseling process?,"Hi! Great question! My suggestion would be to google therapists in your area. One great website is called Psychology Today, which is a National site. You can search for therapists in your zip code and search more specifically for the issue you are seeking support about. It's a great way to find out if they therapist has a speciality, accepts insurance and whether they offer a free phone consultation. I would then make a list of the ones that may be a good fit and then give them a call!  Hope this helps. Remember you get to ask anything you need to, to determine if someone is a good fit. Don't be afraid to ask anything!  Best of luck!"
How does a person start the counseling process?,"Usually people call me by phone, they introduce themselves, we chat for a bit, then we schedule a time for their appointment"
How does a person start the counseling process?,"You can interview counselors you may be interested in working with and gauge how experienced they are in possibly supporting your needs. Ask questions you can google questions to ask a new therapist, and have an idea of what would lead you to feel safe working with this person."
How does a person start the counseling process?,"The therapeutic relationship is such an important aspect of the process toward healing. Feeling comfortable enough to be vulnerable is a good starting place. Understanding your own goals for therapy, outcomes you hope to get from it, and the approach you need from your therapist. Each therapist is unique and have their individual styles and theoretical orientations they align with. Open and honest communication regarding what you are hoping to get out of therapy and asking questions from the start of therapist to better understand if their theoretical approach will be helpful to you is a good starting place. Knowing and trusting yourself that if it is not a good fit that it is okay to seek therapy from another provider."
How does a person start the counseling process?,"The first thing is to see if they have a consultation. Many therapists offer this to make sure both parties feel like its a good fit before they invest timemoney. If they have a website look over there blog, and other content on there page. If you are coming to counseling for a particular interest then having some questions prepared about there expertise with whatever you looking for."
How does a person start the counseling process?,"The first step in beginning the counseling process is to do some homework. I recommend that clients make some quick notes about what they believe are the core issues negatively impacting their functioning, the qualities they are looking for in a therapist, and what are some goals that you have for therapy. Next, go to one of the many directory sites like CounselChat or PsychologyToday.com. These sites allow you to search for therapists in your area and to select a number of different criteria that can assist in narrowing your search. Once you have a list of therapists, start calling their offices andor visiting their websites. Many of us offer brief consultation calls at no cost. This is a great way to share the issues you identified with the therapist and to ask them any questions you might have."
How does a person start the counseling process?,BRAVO you just did my good fello or fella
How does a person start the counseling process?,"Counseling is voluntary. If one feels there is a need to talk, its at that time, they approach counselor."
How does a person start the counseling process?,"You can call, email or contact them through their website. Or if you know the location, walk in and ask for them to contact you and leave your contact information. Hopefully this helps!"
How does a person start the counseling process?,"There are a number of online directories that can help a person get started with counseling. You can use them to search therapists in your area, by areas of specialization, and insurance. Here is a list of some of the most popular ones  can also do a google search for ""therapist near me"" or ""counselor near me."" Lastly, all major insurance companies have directories online of all the therapists they contract with."
How does a person start the counseling process?,"Honestly, don't Talk with your close friends, first y'know, the ones you actually can tell sht to, not the more surface level ones, god-bless-their-souls...Be with your family should you have a fine relationship with them, tell them and utilize them they gave you life and that bond especially between a mother and son is unbreakable.Go with your faith as often as various faiths have been blasted and lambasted around the world, understand that they're ultimately trying to get you closer to God  And, ain't that a big thing.Go with those around you FIRST that actually MIGHT GIVE A CRP about you, FIRST, before going to a total stranger you've never met before, that is just as damaged, stupid, and imperfect as we all are."
How does a person start the counseling process?,"I'd recommend looking on psychologtoday.com, reading the bio's of potential therapists who you think you would relate best with, then contact them through e-mail or on the phone."
